City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Klaksvik,FO,62.2266,-6.589,36.52,63,100,7.56,overcast clouds
341,Port Blair,IN,11.6667,92.75,79.56,75,13,8.37,few clouds
342,Puerto Suarez,BO,-18.95,-57.8,95.56,46,75,5.75,broken clouds
343,Westport,US,41.1415,-73.3579,42.58,75,90,6.91,overcast clouds
344,Houma,US,29.5958,-90.7195,64.4,67,1,4.61,clear sky
345,Boca Do Acre,BR,-8.7522,-67.3978,80.02,76,100,2.82,overcast clouds
346,Kletnya,RU,53.3897,33.2171,39.36,97,100,8.7,overcast clouds
347,Chinhoyi,ZW,-17.3667,30.2,68.32,52,15,4.99,few clouds
348,Bull Savanna,JM,17.8868,-77.5902,78.15,65,41,2.73,scattered clouds
349,Gondanglegi,ID,-7.7479,112.0132,75.27,83,100,1.57,overcast clouds
350,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.44,80,40,13.62,scattered clouds
351,Colares,PT,38.7992,-9.4469,57.97,88,75,13.8,broken clouds
352,Caravelas,BR,-17.7125,-39.2481,74.3,96,56,14.63,broken clouds
353,Mizan Teferi,ET,6.9833,35.5833,66.78,74,99,2.95,overcast clouds
354,Bhayavadar,IN,21.85,70.25,72.99,55,79,3.96,broken clouds
355,Margate,GB,51.3813,1.3862,33.66,78,34,24.2,scattered clouds
356,Cockburn Town,TC,21.4612,-71.1419,78.26,77,45,12.19,scattered clouds
357,Pitimbu,BR,-7.4706,-34.8086,82.99,76,63,9.95,broken clouds
358,Ranong,TH,9.9658,98.6348,75.2,85,92,3.22,overcast clouds
359,Tala,EG,30.6803,30.9429,67.84,48,82,5.03,broken clouds
360,Port Hedland,AU,-20.3167,118.5667,73.45,83,27,6.91,scattered clouds
361,Olga,RU,43.7444,135.2892,33.84,57,59,4.68,broken clouds
362,Fougamou,GA,-1.2154,10.5838,73.78,97,83,2.24,light rain
363,Fonte Boa,BR,-2.4959,-66.2662,83.95,76,97,1.79,heavy intensity rain
364,Port Lincoln,AU,-34.7333,135.8667,61.21,70,1,5.79,clear sky
365,Campos,BR,-21.75,-41.3,73.45,88,75,4.61,broken clouds
366,Saint-Raphael,HT,19.4333,-72.2,76.37,69,28,5.26,scattered clouds
367,Saint Anthony,US,45.0205,-93.218,40.15,30,1,9.22,clear sky
368,Nattarasankottai,IN,9.8667,78.5667,73.35,95,100,12.37,light rain
369,Ayan,RU,56.45,138.1667,6.82,70,11,17.09,few clouds
370,Emba,KZ,48.8264,58.1442,21.27,84,100,4.45,overcast clouds
371,Qiryat Shemona,IL,33.2073,35.5721,66.56,48,89,4.27,overcast clouds
372,Banda Aceh,ID,5.5577,95.3222,77.36,82,98,2.84,overcast clouds
373,Murray Bridge,AU,-35.1167,139.2667,58.75,56,0,1.59,clear sky
374,Nouadhibou,MR,20.931,-17.0347,68.11,71,100,24.14,overcast clouds
375,Loukhi,RU,66.0764,33.0381,2.84,96,11,1.34,few clouds
376,Ovruch,UA,51.3246,28.8035,40.03,95,64,6.55,broken clouds
377,Dublin,US,37.7021,-121.9358,67.12,55,1,12.66,clear sky
378,Oyama,JP,36.3,139.8,43.32,52,2,2.21,clear sky
379,Yar-Sale,RU,66.8333,70.8333,-6.25,94,100,8.1,overcast clouds
380,Aklavik,CA,68.2191,-135.0107,-10.21,88,100,18.79,overcast clouds
381,Bombay,IN,19.0144,72.8479,78.78,41,88,5.75,smoke
382,Palauig,PH,15.435,119.9045,79.92,74,79,3.6,broken clouds
383,Kanniyakumari,IN,8.0833,77.5667,78.13,85,99,13.53,overcast clouds
384,Abay,KZ,49.6311,72.8539,-0.02,74,2,4.54,clear sky
385,Chertkovo,RU,49.3847,40.1547,44.71,96,100,8.99,overcast clouds
386,Kahului,US,20.8947,-156.47,80.62,57,20,19.57,few clouds
387,Matam,SN,15.6175,-13.3303,84.79,20,7,13.51,clear sky
388,Boden,SE,65.8252,21.6886,-0.4,95,56,1.03,broken clouds
389,Kizilskoye,RU,52.7255,58.8937,18.37,87,100,5.73,overcast clouds
390,Castro Alves,BR,-12.7656,-39.4283,72.37,94,94,2.93,overcast clouds
391,Neuquen,AR,-38.9516,-68.0591,82.92,13,8,10.02,clear sky
392,Pogranichnyy,RU,44.4064,131.3769,32.77,87,97,5.77,overcast clouds
393,Isangel,VU,-19.55,169.2667,81.21,75,100,7.25,light rain
394,Victoria,HK,22.2855,114.1577,67.98,67,34,6.04,scattered clouds
395,Harlingen,US,26.1906,-97.6961,75.38,53,1,9.22,clear sky
396,Haverfordwest,GB,51.8017,-4.9691,41.68,74,51,12.53,broken clouds
397,Jumla,NP,29.2747,82.1838,39.51,63,0,4.65,clear sky
398,Beian,NO,63.6559,9.5683,21.29,86,20,18.41,few clouds
399,The Valley,AI,18.217,-63.0578,81.1,71,15,11.77,few clouds
400,Fairbanks,US,64.8378,-147.7164,-27.44,68,40,4.61,mist
401,Ritchie,ZA,-29.038,24.6028,69.73,31,8,9.62,clear sky
402,Ballina,AU,-28.8667,153.5667,68.04,84,99,8.55,overcast clouds
403,Pori,FI,61.4833,21.7833,15.87,86,0,6.91,clear sky
404,Orsha,BY,54.5153,30.4053,32.58,100,100,10.16,snow
405,Kemijarvi,FI,66.7131,27.4306,11.55,94,98,6.42,light snow
406,Mbanza-Ngungu,CD,-5.25,14.8667,69.08,91,100,3.0,light rain
407,Semey,KZ,50.4111,80.2275,14.61,81,11,9.93,few clouds
408,Muisne,EC,0.6,-80.0333,78.91,85,100,11.81,light rain
409,Leshukonskoye,RU,64.8989,45.7622,11.7,93,100,6.85,overcast clouds
410,Kavaratti,IN,10.5669,72.642,81.0,78,98,15.66,overcast clouds
411,Lethem,GY,3.3803,-59.7968,87.78,50,56,13.35,broken clouds
412,Beyneu,KZ,45.3167,55.2,36.0,45,70,9.57,broken clouds
413,Tomatlan,MX,19.9333,-105.25,85.73,50,82,8.19,broken clouds
414,Canico,PT,32.6333,-16.85,65.03,68,40,18.41,scattered clouds
415,Egvekinot,RU,66.3167,-179.1667,-6.0,98,100,1.21,overcast clouds
416,Cukai,MY,4.25,103.4167,75.24,92,100,2.19,heavy intensity rain
417,Kaele,CM,10.1092,14.4508,81.52,14,89,7.2,overcast clouds
418,Pedra Azul,BR,-16.0053,-41.2972,69.67,92,9,4.07,clear sky
419,Aginskoye,RU,51.1,114.53,6.89,85,98,3.02,overcast clouds
420,Manicore,BR,-5.8092,-61.3003,82.74,82,99,1.14,overcast clouds
421,Biak,ID,-0.9131,122.8766,75.97,83,100,4.23,overcast clouds
422,San Rafael,AR,-34.6177,-68.3301,80.04,17,0,10.33,clear sky
423,Luanda,AO,-8.8368,13.2343,78.8,78,75,6.91,broken clouds
424,Macamic,CA,48.7502,-78.9996,16.47,87,84,1.32,broken clouds
425,Hay River,CA,60.8156,-115.7999,8.56,78,90,11.5,light snow
426,Humaita,BR,-7.5061,-63.0208,80.92,90,97,1.14,light rain
427,Bac Lieu,VN,9.285,105.7244,74.95,98,100,9.15,overcast clouds
428,Novoagansk,RU,61.9449,76.6625,6.94,91,100,5.35,overcast clouds
429,Zhangjiakou,CN,40.81,114.8794,30.04,61,100,5.97,overcast clouds
430,Flagstaff,US,35.1981,-111.6513,62.26,23,1,8.05,clear sky
431,Ketchikan,US,55.3422,-131.6461,37.87,87,40,3.44,scattered clouds
432,Casablanca,MA,33.5928,-7.6192,50.22,56,13,4.76,few clouds
433,Marawi,PH,7.9986,124.2928,68.07,91,62,2.3,broken clouds
434,Dingle,PH,10.9995,122.6711,75.07,94,48,7.16,scattered clouds
435,San Policarpo,PH,12.1791,125.5072,80.49,83,100,11.36,overcast clouds
436,Umm Kaddadah,SD,13.6017,26.6876,73.74,24,3,11.54,clear sky
437,Padang,ID,-0.9492,100.3543,75.94,88,96,2.93,light rain
438,San Cristobal,VE,7.7669,-72.225,77.18,58,57,2.3,broken clouds
439,Qasigiannguit,GL,68.8193,-51.1922,19.65,86,100,4.81,overcast clouds
440,Richards Bay,ZA,-28.783,32.0377,73.22,72,0,13.4,clear sky
441,Shuyskoye,RU,59.3736,41.0305,31.28,94,99,9.26,light snow
442,Zhuhai,CN,22.2769,113.5678,67.71,73,0,12.66,clear sky
443,Pamekasan,ID,-7.1568,113.4746,76.17,87,100,1.99,light rain
444,Constantine,DZ,36.365,6.6147,40.95,68,41,15.21,scattered clouds
445,Poya,NC,-21.35,165.15,82.6,67,69,2.77,broken clouds
446,Maniitsoq,GL,65.4167,-52.9,38.17,92,100,14.47,moderate rain
447,Terrell,US,32.736,-96.2753,64.96,39,1,9.22,clear sky
448,Horki,BY,54.2861,30.9842,34.16,98,100,9.91,snow
449,Batemans Bay,AU,-35.7167,150.1833,59.14,67,74,2.55,broken clouds
450,Ahuimanu,US,21.4447,-157.8378,82.11,62,1,12.66,clear sky
451,Vahan,AM,40.5755,45.3977,37.8,86,84,6.26,broken clouds
452,Turbat,PK,26.0023,63.044,68.77,58,0,1.07,clear sky
453,Los Chiles,CR,11.0333,-84.7167,79.11,89,62,6.31,broken clouds
454,Palmerston,AU,-12.486,130.9833,78.78,89,20,6.91,few clouds
455,Honningsvag,NO,70.9821,25.9704,13.75,85,90,21.85,snow
456,Bandarbeyla,SO,9.4942,50.8122,77.7,75,36,18.81,scattered clouds
457,Hirara,JP,24.8,125.2833,70.38,84,100,27.22,light rain
458,Asfi,MA,32.2994,-9.2372,57.34,56,0,19.33,clear sky
459,Kathmandu,NP,27.7167,85.3167,49.08,81,41,1.03,scattered clouds
460,Newala,TZ,-10.9431,39.2787,66.29,91,14,6.44,few clouds
461,Don Sak,TH,9.3168,99.6918,78.91,84,100,14.63,overcast clouds
462,Aksarka,RU,66.5606,67.7975,-1.98,93,100,3.98,overcast clouds
463,Turochak,RU,52.2576,87.1224,16.12,96,100,1.43,overcast clouds
464,Nchelenge,ZM,-9.3451,28.734,69.98,86,86,4.32,light rain
465,Victor Harbor,AU,-35.5667,138.6167,59.09,62,0,1.3,clear sky
466,Lamar,US,33.6668,-95.5836,64.31,36,1,16.11,clear sky
467,Abonnema,NG,4.7084,6.7931,79.14,85,96,6.46,overcast clouds
468,Yicheng,CN,31.3705,119.8703,56.17,94,69,6.31,broken clouds
469,Sakakah,SA,29.9697,40.2064,62.51,34,3,4.63,clear sky
470,Celestun,MX,20.8667,-90.4,78.91,67,100,11.32,overcast clouds
471,Aleksandrov Gay,RU,50.147,48.5704,37.47,78,84,9.51,broken clouds
472,Sampit,ID,-2.5333,112.95,70.74,97,100,2.35,overcast clouds
473,Haines Junction,CA,60.7522,-137.5108,-3.95,97,100,1.23,overcast clouds
474,Kununurra,AU,-15.7667,128.7333,75.18,94,47,0.0,scattered clouds
475,Jining,CN,35.405,116.5814,45.88,87,5,3.18,clear sky
476,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,83.86,81,82,5.57,broken clouds
477,Eureka,US,40.8021,-124.1637,54.21,81,70,4.99,broken clouds
478,Athabasca,CA,54.7169,-113.2854,37.56,97,100,10.71,overcast clouds
479,Barra Dos Coqueiros,BR,-10.9089,-37.0386,77.02,94,75,2.3,broken clouds
480,Hami,CN,42.8,93.45,24.67,56,0,4.38,clear sky
481,Tuy Hoa,VN,13.0833,109.3,75.06,96,100,3.56,heavy intensity rain
482,Nuuk,GL,64.1835,-51.7216,43.41,93,75,42.57,light snow
483,Airai,TL,-8.9266,125.4092,60.44,89,100,1.5,overcast clouds
484,Faanui,PF,-16.4833,-151.75,81.41,74,98,11.27,overcast clouds
485,Kuah,MY,6.3265,99.8432,76.69,87,100,1.99,overcast clouds
486,Surt,LY,31.2089,16.5887,69.87,72,54,21.9,broken clouds
487,Taybad,IR,34.74,60.7756,49.68,50,74,2.51,broken clouds
488,Lodja,CD,-3.4833,23.4333,69.15,92,47,1.39,scattered clouds
489,Lingao,CN,19.9103,109.6859,69.98,73,71,10.02,broken clouds
490,Malaya Serdoba,RU,52.4661,44.9512,35.53,100,100,7.29,overcast clouds
491,Balykshi,KZ,47.0667,51.8667,33.8,69,75,4.47,broken clouds
492,Albenga,IT,44.0529,8.216,46.35,51,88,8.46,overcast clouds
493,Salinopolis,BR,-0.6136,-47.3561,82.09,75,47,11.12,light rain
494,Manaure,CO,11.7751,-72.4445,86.52,56,40,15.52,scattered clouds
495,Codrington,AU,-38.2667,141.9667,54.66,77,1,8.21,clear sky
496,Tiznit,MA,29.5833,-9.5,57.13,44,0,4.25,clear sky
497,Kazachinskoye,RU,57.6953,93.2761,22.57,88,98,13.18,overcast clouds
498,Safaga,EG,26.7292,33.9365,78.4,35,85,7.7,overcast clouds
499,Neiafu,TO,-18.65,-173.9833,83.08,61,20,11.5,few clouds
500,Talara,PE,-4.5772,-81.2719,74.16,64,0,14.97,clear sky
501,Port Hawkesbury,CA,45.6169,-61.3485,36.7,66,96,11.79,overcast clouds
502,Jakar,BT,27.5492,90.7525,42.4,77,98,0.87,overcast clouds
503,Roald,NO,62.5833,6.1333,28.54,64,40,11.5,scattered clouds
504,Veraval,IN,20.9,70.3667,76.35,46,57,6.15,broken clouds
505,Porto Novo,BJ,6.4965,2.6036,81.34,79,90,8.05,overcast clouds
506,Muros,ES,42.7762,-9.0603,52.3,82,77,13.85,broken clouds
507,Mbandaka,CD,0.0487,18.2603,73.45,90,98,5.06,light rain
508,Winnemucca,US,40.973,-117.7357,59.05,26,1,4.61,clear sky
509,Belyy Yar,RU,53.6039,91.3903,22.89,58,0,8.95,clear sky
510,Deputatskiy,RU,69.3,139.9,-12.33,96,100,5.1,overcast clouds
511,San Angelo,US,31.4638,-100.437,68.22,22,1,3.44,clear sky
512,Linda,US,39.1277,-121.5508,71.28,52,1,5.75,clear sky
513,Rasht,IR,37.2808,49.5832,54.0,88,46,0.07,scattered clouds
514,Buluang,PH,13.3068,123.3425,75.67,94,100,2.75,overcast clouds
515,Arlit,NE,18.7369,7.3853,77.99,14,17,9.1,few clouds
516,Coahuayana,MX,18.7333,-103.6833,92.68,41,0,7.4,clear sky
517,Orlik,RU,52.5178,99.825,3.45,91,100,4.41,overcast clouds
518,Lakes Entrance,AU,-37.8811,147.981,55.65,77,6,3.47,clear sky
519,Tautira,PF,-17.7333,-149.15,86.02,80,90,18.66,light rain
520,Chippewa Falls,US,44.9369,-91.3929,38.34,38,1,11.5,clear sky
521,Tukrah,LY,32.5341,20.5791,79.88,27,98,33.67,overcast clouds
522,Kijang,KR,35.2442,129.2139,47.59,45,36,5.82,scattered clouds
523,Ust-Maya,RU,60.4167,134.5333,-3.03,98,100,4.85,overcast clouds
524,San Quintin,MX,30.4833,-115.95,72.54,36,0,10.83,clear sky
525,Khandyga,RU,62.6667,135.6,-16.1,100,100,1.01,overcast clouds
526,Alyangula,AU,-13.8483,136.4192,82.31,58,52,3.65,broken clouds
527,Medina Del Campo,ES,41.3124,-4.9141,41.74,89,99,21.59,overcast clouds
528,Kushiro,JP,42.975,144.3747,35.15,77,9,4.74,clear sky
529,Akyab,MM,20.15,92.9,73.83,68,84,6.46,broken clouds
530,Huadian,CN,42.9633,126.7478,36.7,85,100,12.73,overcast clouds
531,Zaraysk,RU,54.7653,38.8836,32.18,92,100,6.13,overcast clouds
532,Whitehorse,CA,60.7161,-135.0538,3.67,97,86,2.33,overcast clouds
533,Lashio,MM,22.9333,97.75,54.9,97,23,1.66,few clouds
534,Tenenkou,ML,14.4572,-4.9169,83.71,14,100,8.7,overcast clouds
535,Shieli,KZ,44.1667,66.75,35.76,33,0,7.11,clear sky
536,Khorixas,NA,-20.3667,14.9667,68.85,30,19,6.4,few clouds
537,Goderich,CA,43.7501,-81.7165,36.01,84,100,15.88,overcast clouds
538,Ulaanbaatar,MN,47.9077,106.8832,4.89,90,73,0.92,broken clouds
539,Cap-Aux-Meules,CA,47.3821,-61.8597,35.74,66,100,30.0,overcast clouds
540,Shelburne,CA,44.0787,-80.2041,26.49,98,100,3.24,snow
541,Kodinsk,RU,58.6881,99.1844,21.88,94,100,9.66,light snow
542,Bozhou,CN,33.8772,115.7703,46.15,85,0,4.74,clear sky
543,Vereshchagino,RU,58.0789,54.6557,29.08,93,100,12.88,overcast clouds
544,Oistins,BB,13.0667,-59.5333,82.49,74,40,13.8,scattered clouds
545,Uberlandia,BR,-18.9186,-48.2772,78.46,64,68,4.23,broken clouds
546,Springbok,ZA,-29.6643,17.8865,57.38,82,14,3.83,few clouds
547,Bubaque,GW,11.2833,-15.8333,83.39,70,68,14.29,broken clouds
548,Severnoye,RU,56.3491,78.3619,11.52,96,96,6.67,overcast clouds
549,Xinzhi,CN,36.4989,111.7047,43.39,60,100,2.89,overcast clouds
550,Imbituba,BR,-28.24,-48.6703,73.29,83,100,2.8,overcast clouds
551,Maues,BR,-3.3836,-57.7186,82.83,73,100,0.74,overcast clouds
552,Bavleny,RU,56.4,39.56,28.06,97,100,5.03,overcast clouds
553,Harindanga,IN,22.0383,88.3214,66.18,63,38,6.78,scattered clouds
554,Xingcheng,CN,40.6167,120.7167,41.27,77,30,11.5,scattered clouds
555,Marienburg,PL,54.0359,19.0266,33.46,97,100,5.37,light snow
556,Cayenne,GF,4.9333,-52.3333,80.64,89,27,4.61,scattered clouds
557,Khasan,RU,42.4308,130.6434,36.48,60,70,3.27,broken clouds
558,Zhezkazgan,KZ,47.8043,67.7144,21.09,70,51,9.95,broken clouds
559,Akhmim,EG,26.5622,31.745,73.09,15,87,3.69,overcast clouds
560,North Platte,US,41.1239,-100.7654,60.69,29,1,12.66,clear sky
561,Torbay,CA,47.6666,-52.7314,45.52,76,71,13.94,broken clouds
562,Matagami,CA,49.7502,-77.6328,14.31,91,79,1.03,broken clouds
563,Emerald,AU,-23.5333,148.1667,75.47,80,89,15.19,overcast clouds
564,Cabra,ES,37.4725,-4.4421,38.5,58,6,4.09,clear sky
565,Nouakchott,MR,18.0858,-15.9785,75.13,32,91,19.26,overcast clouds
566,Yarim,YE,14.298,44.3779,47.95,46,0,5.82,clear sky
567,Port Moresby,PG,-9.4431,147.1797,78.13,83,92,2.82,overcast clouds
568,Domoni,KM,-12.2569,44.5319,78.62,87,71,5.17,light rain
569,Plettenberg Bay,ZA,-34.0527,23.3716,64.67,83,81,8.46,broken clouds
570,Kosa,RU,59.9445,54.9977,30.25,95,100,11.77,light snow
571,Marsa Matruh,EG,31.3525,27.2453,73.06,42,100,12.46,overcast clouds
572,Port Macquarie,AU,-31.4333,152.9167,64.36,80,100,6.22,overcast clouds
573,Telhara,IN,21.0269,76.8389,64.94,43,73,5.79,broken clouds
574,Tineo,ES,43.3376,-6.4145,46.65,98,100,7.87,overcast clouds
575,Teguldet,RU,57.3064,88.1667,19.13,93,100,9.82,overcast clouds
576,Fuling,CN,29.7022,107.3919,55.63,70,100,1.03,overcast clouds
577,Saint-Pierre,RE,-21.3393,55.4781,74.88,83,75,3.44,light rain
578,Sorland,NO,67.667,12.6934,31.86,60,100,14.76,overcast clouds
579,Alizai,PK,33.5383,70.3462,50.92,43,0,2.66,clear sky
580,San Carlos,VE,9.6612,-68.5827,84.16,66,95,2.68,overcast clouds
581,Erzincan,TR,39.75,39.5,43.9,93,75,1.14,mist
582,Santa Fe,AR,-31.6333,-60.7,75.45,45,16,15.21,light rain
583,Jeremie,HT,18.65,-74.1167,79.32,77,46,4.83,scattered clouds
584,Kambove,CD,-10.8764,26.5969,63.41,85,38,2.84,scattered clouds
585,Merrill,US,45.1805,-89.6835,35.37,47,1,9.22,clear sky
586,Hilton Head Island,US,32.2163,-80.7526,60.91,39,1,6.91,clear sky
587,Soyo,AO,-6.1349,12.3689,78.64,89,90,5.61,overcast clouds
588,Camalu,MX,30.85,-116.0667,72.7,35,0,7.61,clear sky
589,Ihlow,DE,51.8833,13.3333,31.42,100,75,2.3,mist
590,Maunabo,PR,18.0072,-65.8993,82.24,74,64,8.9,broken clouds
591,Bayshore Gardens,US,27.4253,-82.5904,69.82,45,20,5.75,few clouds
592,Inuvik,CA,68.3499,-133.7218,-8.99,96,100,15.7,overcast clouds
593,Cuyo,PH,10.8525,121.0086,82.87,78,100,15.79,light rain
594,Kudahuvadhoo,MV,2.6708,72.8944,82.74,69,98,16.67,overcast clouds
595,Novyy Urengoy,RU,66.0833,76.6333,-20.94,100,45,4.52,scattered clouds
596,Sainte-Maxime,FR,43.3,6.6333,48.24,60,77,22.21,broken clouds
597,Mbigou,GA,-1.9005,11.906,68.34,95,89,1.05,light rain
598,Jaisinghnagar,IN,23.7,81.3833,55.67,47,86,2.86,overcast clouds
599,Vanderhoof,CA,54.0166,-124.0198,45.39,65,30,12.75,scattered clouds
600,Kamen-Rybolov,RU,44.7481,132.0403,31.51,84,98,8.81,overcast clouds
601,Rongcheng,CN,30.634,117.8517,53.31,85,80,1.54,broken clouds
602,Farafangana,MG,-22.8167,47.8333,68.99,67,99,3.76,overcast clouds
603,Camacha,PT,33.0833,-16.3333,61.56,63,40,10.36,scattered clouds
604,Saint-Francois,FR,46.4154,3.9054,35.04,93,90,13.8,light rain
605,Yulara,AU,-25.2406,130.9889,62.44,45,0,4.61,clear sky
606,Baykit,RU,61.67,96.37,14.74,96,100,1.57,light snow
607,Sao Domingos,BR,-13.3983,-46.3183,76.5,77,54,3.98,moderate rain
608,Mutoko,ZW,-17.397,32.2268,65.35,54,10,3.83,clear sky
609,Sharjah,AE,25.3573,55.4033,75.18,64,0,8.05,clear sky
610,Havre,FR,49.5833,0.3333,41.4,60,90,12.66,overcast clouds
611,Itaguai,BR,-22.8522,-43.7753,74.88,89,57,3.47,broken clouds
612,Vitry-Le-Francois,FR,48.7333,4.5833,37.53,99,100,7.7,light snow
613,Grand Baie,MU,-20.0182,57.5802,76.91,72,7,7.38,clear sky
614,Gao,ML,16.6362,1.637,79.3,12,91,10.25,overcast clouds
615,Cartagena Del Chaira,CO,1.3349,-74.8429,87.8,58,99,3.27,overcast clouds
616,Sambo Creek,HN,15.8167,-86.6833,82.67,74,40,6.91,scattered clouds
617,Acapulco,MX,16.8634,-99.8901,85.82,62,40,6.91,scattered clouds
618,Deloraine,AU,-41.5333,146.6667,52.59,58,0,1.83,clear sky
619,Nador,MA,35.174,-2.9287,55.65,58,20,20.71,few clouds
620,Kamenka,RU,51.3223,42.7678,41.86,94,100,8.39,overcast clouds
621,Bikaner,IN,28.0167,73.3,66.78,36,0,8.57,clear sky
622,Yakeshi,CN,49.2833,120.7333,-0.38,100,87,3.85,overcast clouds
623,Bocaiuva,BR,-17.1078,-43.815,72.93,84,26,2.64,scattered clouds
624,Saint-Louis,SN,16.3333,-15.0,79.43,22,33,14.81,scattered clouds
625,Mount Isa,AU,-20.7333,139.5,78.57,27,40,9.22,scattered clouds
626,Lavrentiya,RU,65.5833,-171.0,-13.04,92,3,6.82,clear sky
627,Karratha,AU,-20.7377,116.8463,80.71,63,34,3.18,scattered clouds
628,Kimbe,PG,-5.5502,150.1429,79.2,85,100,1.88,overcast clouds
629,Villamontes,BO,-21.25,-63.5,71.17,71,100,6.49,overcast clouds
630,Kiblawan,PH,6.6142,125.2367,74.28,93,100,0.2,overcast clouds
631,Odweyne,SO,9.4092,45.064,70.57,20,1,14.03,clear sky
632,Jinchang,CN,38.4953,102.1739,23.16,50,89,7.31,overcast clouds
633,Kapit,MY,2.0167,112.9333,71.62,99,92,1.28,overcast clouds
634,Mount Pleasant,US,32.7941,-79.8626,59.0,49,1,0.0,clear sky
635,Francisco Beltrao,BR,-26.0811,-53.055,69.39,83,100,4.76,light rain
636,Zemio,CF,5.0314,25.1361,77.92,47,100,2.46,overcast clouds
637,Ko Samui,TH,9.5357,99.9357,80.65,79,96,19.75,overcast clouds
638,Sovetskiy,RU,61.3614,63.5842,23.52,94,100,9.53,light snow
639,Bagdarin,RU,54.4333,113.6,-2.18,95,100,1.88,overcast clouds
640,Xingyi,CN,24.1877,102.817,46.4,99,16,2.59,few clouds
641,Shakhunya,RU,57.6758,46.6114,33.49,95,100,10.92,overcast clouds
642,Gwanda,ZW,-20.9333,29.0,73.06,52,17,6.55,few clouds
643,Lahaina,US,20.8783,-156.6825,80.6,68,8,10.09,clear sky
644,Uvat,RU,59.1433,68.8953,21.99,82,100,10.2,overcast clouds
645,Sangar,RU,63.9242,127.4739,-7.26,99,100,1.07,overcast clouds
646,Zhigansk,RU,66.7697,123.3711,-7.89,99,100,5.66,overcast clouds
647,Zabol,AF,32.25,67.25,38.34,49,8,5.37,clear sky
648,Altay,CN,47.8667,88.1167,14.36,67,5,6.87,clear sky
649,Mayo,US,38.8876,-76.5119,55.44,62,1,0.0,clear sky
650,Chicama,PE,-7.8447,-79.1469,63.14,73,100,9.71,overcast clouds
651,Berlevag,NO,70.8578,29.0864,12.2,72,36,29.93,scattered clouds
652,Morondava,MG,-20.2833,44.2833,73.72,78,0,1.83,clear sky
653,Hof,DE,50.3167,11.9167,31.12,100,75,0.0,broken clouds
654,Lorengau,PG,-2.0226,147.2712,80.91,79,98,2.39,overcast clouds
655,Beloha,MG,-25.1667,45.05,64.02,66,4,14.9,clear sky
656,Balaguer,ES,41.7912,0.8109,40.68,76,68,7.02,broken clouds
657,Koutsouras,GR,35.0339,25.9469,68.54,80,100,9.01,overcast clouds
658,Nantucket,US,41.2835,-70.0995,41.11,87,90,4.61,light rain
659,Wewak,PG,-3.5534,143.6268,79.11,86,100,4.43,overcast clouds
660,Lucea,JM,18.451,-78.1736,79.99,73,35,12.5,scattered clouds
661,Mandurah,AU,-32.55,115.7,59.25,83,12,13.38,few clouds
662,Chapais,CA,49.7834,-74.8492,14.47,94,100,4.05,overcast clouds
663,Asau,RO,46.4333,26.4,41.92,72,100,4.79,overcast clouds
664,Plouzane,FR,48.3833,-4.6167,44.65,100,75,5.75,mist
665,Eyl,SO,7.9803,49.8164,77.45,72,38,15.9,scattered clouds
666,Ramkola,IN,26.9042,83.8411,63.82,64,57,4.12,broken clouds
667,Kande,TG,9.9578,1.0447,80.53,18,37,4.41,scattered clouds
668,Mancora,PE,-4.1078,-81.0475,73.98,62,70,15.86,broken clouds
669,Novopetrovskoye,RU,55.9928,36.4719,34.81,95,100,3.29,overcast clouds
670,Sisimiut,GL,66.9395,-53.6735,31.44,86,100,10.56,light snow
671,Mitchell,US,43.7094,-98.0298,48.18,49,1,10.36,clear sky
672,Pacifica,US,37.6138,-122.4869,68.0,59,20,0.0,few clouds
673,Santa Rosa,PH,14.3122,121.1114,77.09,88,100,6.38,overcast clouds
674,Ulladulla,AU,-35.35,150.4667,60.57,65,88,3.42,overcast clouds
675,Byron Bay,AU,-28.65,153.6167,71.55,83,93,9.26,overcast clouds
676,Mareeba,AU,-17.0,145.4333,72.32,85,33,3.15,scattered clouds
677,Basco,PH,20.4487,121.9702,78.31,85,99,26.84,light rain
